Times,Fold,T,Name Method,Name Function,SP,SE,Gmean,F1 Score,Accuracy,AUC,Ma tran nham lan
1,1,20,own_class_center,exp,1.0,0.0,0.0,0.0,0.9663299663299664,0.5,"[[287   0]
 [ 10   0]]"
1,1,1,estimated_hyper_lin,lin_center_own,1.0,0.0,0.0,0.0,0.9663299663299664,0.5,"[[287   0]
 [ 10   0]]"
1,1,2,estimated_hyper_lin,lin_center_own,1.0,0.0,0.0,0.0,0.9663299663299664,0.5,"[[287   0]
 [ 10   0]]"
1,1,3,estimated_hyper_lin,lin_center_own,1.0,0.0,0.0,0.0,0.9663299663299664,0.5,"[[287   0]
 [ 10   0]]"
1,1,4,estimated_hyper_lin,lin_center_own,1.0,0.0,0.0,0.0,0.9663299663299664,0.5,"[[287   0]
 [ 10   0]]"
1,1,5,estimated_hyper_lin,lin_center_own,1.0,0.0,0.0,0.0,0.9663299663299664,0.5,"[[287   0]
 [ 10   0]]"
1,1,6,estimated_hyper_lin,lin_center_own,1.0,0.0,0.0,0.0,0.9663299663299664,0.5,"[[287   0]
 [ 10   0]]"
1,1,7,estimated_hyper_lin,lin_center_own,1.0,0.0,0.0,0.0,0.9663299663299664,0.5,"[[287   0]
 [ 10   0]]"
1,1,8,estimated_hyper_lin,lin_center_own,1.0,0.0,0.0,0.0,0.9663299663299664,0.5,"[[287   0]
 [ 10   0]]"
1,1,9,estimated_hyper_lin,lin_center_own,1.0,0.0,0.0,0.0,0.9663299663299664,0.5,"[[287   0]
 [ 10   0]]"
1,1,10,estimated_hyper_lin,lin_center_own,1.0,0.0,0.0,0.0,0.9663299663299664,0.5,"[[287   0]
 [ 10   0]]"
1,1,11,estimated_hyper_lin,lin_center_own,1.0,0.0,0.0,0.0,0.9663299663299664,0.5,"[[287   0]
 [ 10   0]]"
1,1,12,estimated_hyper_lin,lin_center_own,1.0,0.0,0.0,0.0,0.9663299663299664,0.5,"[[287   0]
 [ 10   0]]"
1,1,13,estimated_hyper_lin,lin_center_own,1.0,0.0,0.0,0.0,0.9663299663299664,0.5,"[[287   0]
 [ 10   0]]"
1,1,14,estimated_hyper_lin,lin_center_own,1.0,0.0,0.0,0.0,0.9663299663299664,0.5,"[[287   0]
 [ 10   0]]"
1,1,15,estimated_hyper_lin,lin_center_own,1.0,0.0,0.0,0.0,0.9663299663299664,0.5,"[[287   0]
 [ 10   0]]"
1,1,16,estimated_hyper_lin,lin_center_own,1.0,0.0,0.0,0.0,0.9663299663299664,0.5,"[[287   0]
 [ 10   0]]"
1,1,17,estimated_hyper_lin,lin_center_own,1.0,0.0,0.0,0.0,0.9663299663299664,0.5,"[[287   0]
 [ 10   0]]"
1,1,18,estimated_hyper_lin,lin_center_own,1.0,0.0,0.0,0.0,0.9663299663299664,0.5,"[[287   0]
 [ 10   0]]"
1,1,19,estimated_hyper_lin,lin_center_own,1.0,0.0,0.0,0.0,0.9663299663299664,0.5,"[[287   0]
 [ 10   0]]"
1,1,20,estimated_hyper_lin,lin_center_own,1.0,0.0,0.0,0.0,0.9663299663299664,0.5,"[[287   0]
 [ 10   0]]"
1,1,1,estimated_hyper_lin,exp,1.0,0.0,0.0,0.0,0.9663299663299664,0.5,"[[287   0]
 [ 10   0]]"
1,1,2,estimated_hyper_lin,exp,1.0,0.0,0.0,0.0,0.9663299663299664,0.5,"[[287   0]
 [ 10   0]]"
1,1,3,estimated_hyper_lin,exp,1.0,0.0,0.0,0.0,0.9663299663299664,0.5,"[[287   0]
 [ 10   0]]"
1,1,4,estimated_hyper_lin,exp,1.0,0.0,0.0,0.0,0.9663299663299664,0.5,"[[287   0]
 [ 10   0]]"
1,1,5,estimated_hyper_lin,exp,1.0,0.0,0.0,0.0,0.9663299663299664,0.5,"[[287   0]
 [ 10   0]]"
1,1,6,estimated_hyper_lin,exp,1.0,0.0,0.0,0.0,0.9663299663299664,0.5,"[[287   0]
 [ 10   0]]"
1,1,7,estimated_hyper_lin,exp,1.0,0.0,0.0,0.0,0.9663299663299664,0.5,"[[287   0]
 [ 10   0]]"
1,1,8,estimated_hyper_lin,exp,1.0,0.0,0.0,0.0,0.9663299663299664,0.5,"[[287   0]
 [ 10   0]]"
1,1,9,estimated_hyper_lin,exp,1.0,0.0,0.0,0.0,0.9663299663299664,0.5,"[[287   0]
 [ 10   0]]"
1,1,10,estimated_hyper_lin,exp,1.0,0.0,0.0,0.0,0.9663299663299664,0.5,"[[287   0]
 [ 10   0]]"
1,1,11,estimated_hyper_lin,exp,1.0,0.0,0.0,0.0,0.9663299663299664,0.5,"[[287   0]
 [ 10   0]]"
1,1,12,estimated_hyper_lin,exp,1.0,0.0,0.0,0.0,0.9663299663299664,0.5,"[[287   0]
 [ 10   0]]"
1,1,13,estimated_hyper_lin,exp,1.0,0.0,0.0,0.0,0.9663299663299664,0.5,"[[287   0]
 [ 10   0]]"
1,1,14,estimated_hyper_lin,exp,1.0,0.0,0.0,0.0,0.9663299663299664,0.5,"[[287   0]
 [ 10   0]]"
1,1,15,estimated_hyper_lin,exp,1.0,0.0,0.0,0.0,0.9663299663299664,0.5,"[[287   0]
 [ 10   0]]"
1,1,16,estimated_hyper_lin,exp,1.0,0.0,0.0,0.0,0.9663299663299664,0.5,"[[287   0]
 [ 10   0]]"
1,1,17,estimated_hyper_lin,exp,1.0,0.0,0.0,0.0,0.9663299663299664,0.5,"[[287   0]
 [ 10   0]]"
1,1,18,estimated_hyper_lin,exp,1.0,0.0,0.0,0.0,0.9663299663299664,0.5,"[[287   0]
 [ 10   0]]"
1,1,19,estimated_hyper_lin,exp,1.0,0.0,0.0,0.0,0.9663299663299664,0.5,"[[287   0]
 [ 10   0]]"
1,1,20,estimated_hyper_lin,exp,1.0,0.0,0.0,0.0,0.9663299663299664,0.5,"[[287   0]
 [ 10   0]]"
1,1,1,actual_hyper_lin,lin_center_own,0.4843205574912892,0.5,0.4920978345264736,0.06134969325153374,0.48484848484848486,0.4921602787456446,"[[139 148]
 [  5   5]]"
1,1,2,actual_hyper_lin,lin_center_own,0.4843205574912892,0.4,0.44014568383265523,0.04938271604938271,0.48148148148148145,0.44216027874564456,"[[139 148]
 [  6   4]]"
1,1,3,actual_hyper_lin,lin_center_own,0.4843205574912892,0.4,0.44014568383265523,0.04938271604938271,0.48148148148148145,0.44216027874564456,"[[139 148]
 [  6   4]]"
1,1,4,actual_hyper_lin,lin_center_own,0.4808362369337979,0.5,0.49032450322913596,0.06097560975609756,0.48148148148148145,0.490418118466899,"[[138 149]
 [  5   5]]"
1,1,5,actual_hyper_lin,lin_center_own,0.4843205574912892,0.4,0.44014568383265523,0.04938271604938271,0.48148148148148145,0.44216027874564456,"[[139 148]
 [  6   4]]"
1,1,6,actual_hyper_lin,lin_center_own,0.4843205574912892,0.4,0.44014568383265523,0.04938271604938271,0.48148148148148145,0.44216027874564456,"[[139 148]
 [  6   4]]"
1,1,7,actual_hyper_lin,lin_center_own,0.4843205574912892,0.4,0.44014568383265523,0.04938271604938271,0.48148148148148145,0.44216027874564456,"[[139 148]
 [  6   4]]"
1,1,8,actual_hyper_lin,lin_center_own,0.4843205574912892,0.5,0.4920978345264736,0.06134969325153374,0.48484848484848486,0.4921602787456446,"[[139 148]
 [  5   5]]"
1,1,9,actual_hyper_lin,lin_center_own,0.4878048780487805,0.5,0.4938647983247948,0.06172839506172839,0.4882154882154882,0.49390243902439024,"[[140 147]
 [  5   5]]"
1,1,10,actual_hyper_lin,lin_center_own,0.4843205574912892,0.4,0.44014568383265523,0.04938271604938271,0.48148148148148145,0.44216027874564456,"[[139 148]
 [  6   4]]"
1,1,11,actual_hyper_lin,lin_center_own,0.4843205574912892,0.4,0.44014568383265523,0.04938271604938271,0.48148148148148145,0.44216027874564456,"[[139 148]
 [  6   4]]"
1,1,12,actual_hyper_lin,lin_center_own,0.4843205574912892,0.4,0.44014568383265523,0.04938271604938271,0.48148148148148145,0.44216027874564456,"[[139 148]
 [  6   4]]"
1,1,13,actual_hyper_lin,lin_center_own,0.4843205574912892,0.4,0.44014568383265523,0.04938271604938271,0.48148148148148145,0.44216027874564456,"[[139 148]
 [  6   4]]"
1,1,14,actual_hyper_lin,lin_center_own,0.4843205574912892,0.4,0.44014568383265523,0.04938271604938271,0.48148148148148145,0.44216027874564456,"[[139 148]
 [  6   4]]"
1,1,15,actual_hyper_lin,lin_center_own,0.4843205574912892,0.4,0.44014568383265523,0.04938271604938271,0.48148148148148145,0.44216027874564456,"[[139 148]
 [  6   4]]"
1,1,16,actual_hyper_lin,lin_center_own,0.4843205574912892,0.4,0.44014568383265523,0.04938271604938271,0.48148148148148145,0.44216027874564456,"[[139 148]
 [  6   4]]"
1,1,17,actual_hyper_lin,lin_center_own,0.4843205574912892,0.5,0.4920978345264736,0.06134969325153374,0.48484848484848486,0.4921602787456446,"[[139 148]
 [  5   5]]"
1,1,18,actual_hyper_lin,lin_center_own,0.4843205574912892,0.4,0.44014568383265523,0.04938271604938271,0.48148148148148145,0.44216027874564456,"[[139 148]
 [  6   4]]"
1,1,19,actual_hyper_lin,lin_center_own,0.4843205574912892,0.4,0.44014568383265523,0.04938271604938271,0.48148148148148145,0.44216027874564456,"[[139 148]
 [  6   4]]"
1,1,20,actual_hyper_lin,lin_center_own,0.4843205574912892,0.4,0.44014568383265523,0.04938271604938271,0.48148148148148145,0.44216027874564456,"[[139 148]
 [  6   4]]"
1,1,1,actual_hyper_lin,exp,0.9860627177700348,0.3,0.5438922828382569,0.35294117647058826,0.9629629629629629,0.6430313588850175,"[[283   4]
 [  7   3]]"
1,1,2,actual_hyper_lin,exp,0.9860627177700348,0.3,0.5438922828382569,0.35294117647058826,0.9629629629629629,0.6430313588850175,"[[283   4]
 [  7   3]]"
1,1,3,actual_hyper_lin,exp,0.9825783972125436,0.3,0.5429304920187878,0.3333333333333333,0.9595959595959596,0.6412891986062719,"[[282   5]
 [  7   3]]"
1,1,4,actual_hyper_lin,exp,0.9825783972125436,0.4,0.6269221314366062,0.42105263157894735,0.9629629629629629,0.6912891986062717,"[[282   5]
 [  6   4]]"
1,1,5,actual_hyper_lin,exp,0.9825783972125436,0.4,0.6269221314366062,0.42105263157894735,0.9629629629629629,0.6912891986062717,"[[282   5]
 [  6   4]]"
1,1,6,actual_hyper_lin,exp,0.9825783972125436,0.4,0.6269221314366062,0.42105263157894735,0.9629629629629629,0.6912891986062717,"[[282   5]
 [  6   4]]"
1,1,7,actual_hyper_lin,exp,0.9825783972125436,0.4,0.6269221314366062,0.42105263157894735,0.9629629629629629,0.6912891986062717,"[[282   5]
 [  6   4]]"
1,1,8,actual_hyper_lin,exp,0.9825783972125436,0.4,0.6269221314366062,0.42105263157894735,0.9629629629629629,0.6912891986062717,"[[282   5]
 [  6   4]]"
1,1,9,actual_hyper_lin,exp,0.9790940766550522,0.4,0.6258095801935449,0.4,0.9595959595959596,0.6895470383275261,"[[281   6]
 [  6   4]]"
1,1,10,actual_hyper_lin,exp,0.9860627177700348,0.2,0.4440861893304125,0.25,0.9595959595959596,0.5930313588850175,"[[283   4]
 [  8   2]]"
1,1,11,actual_hyper_lin,exp,0.9860627177700348,0.2,0.4440861893304125,0.25,0.9595959595959596,0.5930313588850175,"[[283   4]
 [  8   2]]"
1,1,12,actual_hyper_lin,exp,0.9860627177700348,0.2,0.4440861893304125,0.25,0.9595959595959596,0.5930313588850175,"[[283   4]
 [  8   2]]"
1,1,13,actual_hyper_lin,exp,0.9860627177700348,0.2,0.4440861893304125,0.25,0.9595959595959596,0.5930313588850175,"[[283   4]
 [  8   2]]"
1,1,14,actual_hyper_lin,exp,0.9860627177700348,0.2,0.4440861893304125,0.25,0.9595959595959596,0.5930313588850175,"[[283   4]
 [  8   2]]"
1,1,15,actual_hyper_lin,exp,0.9860627177700348,0.2,0.4440861893304125,0.25,0.9595959595959596,0.5930313588850175,"[[283   4]
 [  8   2]]"
1,1,16,actual_hyper_lin,exp,0.9860627177700348,0.2,0.4440861893304125,0.25,0.9595959595959596,0.5930313588850175,"[[283   4]
 [  8   2]]"
1,1,17,actual_hyper_lin,exp,0.9860627177700348,0.2,0.4440861893304125,0.25,0.9595959595959596,0.5930313588850175,"[[283   4]
 [  8   2]]"
1,1,18,actual_hyper_lin,exp,0.9860627177700348,0.2,0.4440861893304125,0.25,0.9595959595959596,0.5930313588850175,"[[283   4]
 [  8   2]]"
1,1,19,actual_hyper_lin,exp,0.9860627177700348,0.2,0.4440861893304125,0.25,0.9595959595959596,0.5930313588850175,"[[283   4]
 [  8   2]]"
1,1,20,actual_hyper_lin,exp,0.9860627177700348,0.2,0.4440861893304125,0.25,0.9595959595959596,0.5930313588850175,"[[283   4]
 [  8   2]]"
1,1,1,distance_center_own_opposite_tam,func_own_opp_new,0.9790940766550522,0.5,0.6996763811416862,0.47619047619047616,0.9629629629629629,0.7395470383275261,"[[281   6]
 [  5   5]]"
1,1,2,distance_center_own_opposite_tam,func_own_opp_new,0.9790940766550522,0.5,0.6996763811416862,0.47619047619047616,0.9629629629629629,0.7395470383275261,"[[281   6]
 [  5   5]]"
1,1,3,distance_center_own_opposite_tam,func_own_opp_new,0.9790940766550522,0.5,0.6996763811416862,0.47619047619047616,0.9629629629629629,0.7395470383275261,"[[281   6]
 [  5   5]]"
1,1,4,distance_center_own_opposite_tam,func_own_opp_new,0.9790940766550522,0.5,0.6996763811416862,0.47619047619047616,0.9629629629629629,0.7395470383275261,"[[281   6]
 [  5   5]]"
1,1,5,distance_center_own_opposite_tam,func_own_opp_new,0.9790940766550522,0.5,0.6996763811416862,0.47619047619047616,0.9629629629629629,0.7395470383275261,"[[281   6]
 [  5   5]]"
1,1,6,distance_center_own_opposite_tam,func_own_opp_new,0.9790940766550522,0.5,0.6996763811416862,0.47619047619047616,0.9629629629629629,0.7395470383275261,"[[281   6]
 [  5   5]]"
1,1,7,distance_center_own_opposite_tam,func_own_opp_new,0.9790940766550522,0.5,0.6996763811416862,0.47619047619047616,0.9629629629629629,0.7395470383275261,"[[281   6]
 [  5   5]]"
1,1,8,distance_center_own_opposite_tam,func_own_opp_new,0.9825783972125436,0.5,0.7009202512456547,0.5,0.9663299663299664,0.7412891986062718,"[[282   5]
 [  5   5]]"
1,1,9,distance_center_own_opposite_tam,func_own_opp_new,0.9860627177700348,0.2,0.4440861893304125,0.25,0.9595959595959596,0.5930313588850175,"[[283   4]
 [  8   2]]"
1,1,10,distance_center_own_opposite_tam,func_own_opp_new,0.9860627177700348,0.2,0.4440861893304125,0.25,0.9595959595959596,0.5930313588850175,"[[283   4]
 [  8   2]]"
1,1,11,distance_center_own_opposite_tam,func_own_opp_new,0.9860627177700348,0.2,0.4440861893304125,0.25,0.9595959595959596,0.5930313588850175,"[[283   4]
 [  8   2]]"
1,1,12,distance_center_own_opposite_tam,func_own_opp_new,0.9860627177700348,0.2,0.4440861893304125,0.25,0.9595959595959596,0.5930313588850175,"[[283   4]
 [  8   2]]"
1,1,13,distance_center_own_opposite_tam,func_own_opp_new,0.9860627177700348,0.2,0.4440861893304125,0.25,0.9595959595959596,0.5930313588850175,"[[283   4]
 [  8   2]]"
1,1,14,distance_center_own_opposite_tam,func_own_opp_new,0.9860627177700348,0.2,0.4440861893304125,0.25,0.9595959595959596,0.5930313588850175,"[[283   4]
 [  8   2]]"
1,1,15,distance_center_own_opposite_tam,func_own_opp_new,0.9860627177700348,0.2,0.4440861893304125,0.25,0.9595959595959596,0.5930313588850175,"[[283   4]
 [  8   2]]"
1,1,16,distance_center_own_opposite_tam,func_own_opp_new,0.9860627177700348,0.2,0.4440861893304125,0.25,0.9595959595959596,0.5930313588850175,"[[283   4]
 [  8   2]]"
1,1,17,distance_center_own_opposite_tam,func_own_opp_new,0.9860627177700348,0.2,0.4440861893304125,0.25,0.9595959595959596,0.5930313588850175,"[[283   4]
 [  8   2]]"
1,1,18,distance_center_own_opposite_tam,func_own_opp_new,0.9860627177700348,0.2,0.4440861893304125,0.25,0.9595959595959596,0.5930313588850175,"[[283   4]
 [  8   2]]"
1,1,19,distance_center_own_opposite_tam,func_own_opp_new,0.9860627177700348,0.2,0.4440861893304125,0.25,0.9595959595959596,0.5930313588850175,"[[283   4]
 [  8   2]]"
1,1,20,distance_center_own_opposite_tam,func_own_opp_new,0.9860627177700348,0.2,0.4440861893304125,0.25,0.9595959595959596,0.5930313588850175,"[[283   4]
 [  8   2]]"
1,1,1,distance_center_own_opposite_tam,func_own_opp_new_v1,1.0,0.0,0.0,0.0,0.9663299663299664,0.5,"[[287   0]
 [ 10   0]]"
1,1,2,distance_center_own_opposite_tam,func_own_opp_new_v1,1.0,0.0,0.0,0.0,0.9663299663299664,0.5,"[[287   0]
 [ 10   0]]"
1,1,3,distance_center_own_opposite_tam,func_own_opp_new_v1,1.0,0.0,0.0,0.0,0.9663299663299664,0.5,"[[287   0]
 [ 10   0]]"
1,1,4,distance_center_own_opposite_tam,func_own_opp_new_v1,1.0,0.0,0.0,0.0,0.9663299663299664,0.5,"[[287   0]
 [ 10   0]]"
1,1,5,distance_center_own_opposite_tam,func_own_opp_new_v1,0.9895470383275261,0.2,0.44487010201350374,0.26666666666666666,0.9629629629629629,0.594773519163763,"[[284   3]
 [  8   2]]"
1,1,6,distance_center_own_opposite_tam,func_own_opp_new_v1,0.9721254355400697,0.3,0.5400348420815281,0.2857142857142857,0.9494949494949495,0.6360627177700349,"[[279   8]
 [  7   3]]"
1,1,7,distance_center_own_opposite_tam,func_own_opp_new_v1,0.9686411149825784,0.3,0.5390661689391884,0.2727272727272727,0.9461279461279462,0.6343205574912892,"[[278   9]
 [  7   3]]"
1,1,8,distance_center_own_opposite_tam,func_own_opp_new_v1,0.9721254355400697,0.3,0.5400348420815281,0.2857142857142857,0.9494949494949495,0.6360627177700349,"[[279   8]
 [  7   3]]"
1,1,9,distance_center_own_opposite_tam,func_own_opp_new_v1,0.9721254355400697,0.3,0.5400348420815281,0.2857142857142857,0.9494949494949495,0.6360627177700349,"[[279   8]
 [  7   3]]"
1,1,10,distance_center_own_opposite_tam,func_own_opp_new_v1,0.9790940766550522,0.3,0.5419669943792847,0.3157894736842105,0.9562289562289562,0.6395470383275261,"[[281   6]
 [  7   3]]"
1,1,11,distance_center_own_opposite_tam,func_own_opp_new_v1,0.9790940766550522,0.3,0.5419669943792847,0.3157894736842105,0.9562289562289562,0.6395470383275261,"[[281   6]
 [  7   3]]"
1,1,12,distance_center_own_opposite_tam,func_own_opp_new_v1,0.9790940766550522,0.3,0.5419669943792847,0.3157894736842105,0.9562289562289562,0.6395470383275261,"[[281   6]
 [  7   3]]"
1,1,13,distance_center_own_opposite_tam,func_own_opp_new_v1,0.9790940766550522,0.3,0.5419669943792847,0.3157894736842105,0.9562289562289562,0.6395470383275261,"[[281   6]
 [  7   3]]"
1,1,14,distance_center_own_opposite_tam,func_own_opp_new_v1,0.9790940766550522,0.3,0.5419669943792847,0.3157894736842105,0.9562289562289562,0.6395470383275261,"[[281   6]
 [  7   3]]"
1,1,15,distance_center_own_opposite_tam,func_own_opp_new_v1,0.9790940766550522,0.3,0.5419669943792847,0.3157894736842105,0.9562289562289562,0.6395470383275261,"[[281   6]
 [  7   3]]"
1,1,16,distance_center_own_opposite_tam,func_own_opp_new_v1,0.9790940766550522,0.3,0.5419669943792847,0.3157894736842105,0.9562289562289562,0.6395470383275261,"[[281   6]
 [  7   3]]"
1,1,17,distance_center_own_opposite_tam,func_own_opp_new_v1,0.9860627177700348,0.3,0.5438922828382569,0.35294117647058826,0.9629629629629629,0.6430313588850175,"[[283   4]
 [  7   3]]"
1,1,18,distance_center_own_opposite_tam,func_own_opp_new_v1,0.9860627177700348,0.3,0.5438922828382569,0.35294117647058826,0.9629629629629629,0.6430313588850175,"[[283   4]
 [  7   3]]"
1,1,19,distance_center_own_opposite_tam,func_own_opp_new_v1,0.9860627177700348,0.3,0.5438922828382569,0.35294117647058826,0.9629629629629629,0.6430313588850175,"[[283   4]
 [  7   3]]"
1,1,20,distance_center_own_opposite_tam,func_own_opp_new_v1,0.9860627177700348,0.3,0.5438922828382569,0.35294117647058826,0.9629629629629629,0.6430313588850175,"[[283   4]
 [  7   3]]"
1,1,1,distance_center_own_opposite_tam,func_own_opp_new_v2,0.8780487804878049,0.2,0.41905817746174695,0.0851063829787234,0.8552188552188552,0.5390243902439025,"[[252  35]
 [  8   2]]"
1,1,2,distance_center_own_opposite_tam,func_own_opp_new_v2,0.20905923344947736,0.8,0.4089589059545982,0.0653061224489796,0.22895622895622897,0.5045296167247386,"[[ 60 227]
 [  2   8]]"
1,1,3,distance_center_own_opposite_tam,func_own_opp_new_v2,0.20905923344947736,0.8,0.4089589059545982,0.0653061224489796,0.22895622895622897,0.5045296167247386,"[[ 60 227]
 [  2   8]]"
1,1,4,distance_center_own_opposite_tam,func_own_opp_new_v2,0.2229965156794425,0.8,0.42237094187876373,0.06639004149377593,0.24242424242424243,0.5114982578397214,"[[ 64 223]
 [  2   8]]"
